time	V(c1)	V(n001)	V(in)	V(s)	V(c2)	V(n002)	Ic(Q1)	Ib(Q1)	Ie(Q1)	Ic(Q2)	Ib(Q2)	Ie(Q2)	I(D1)	I(L1)	I(L2)	I(R1)	I(R2)	I(V1)	I(V2)
1.252833969593796e+00	4.999995e+00	-1.137973e-09	0.000000e+00	5.000000e+00	4.992626e+00	-5.066050e-08	-1.135485e-10	1.137979e-10	-2.494140e-13	-5.058750e-09	5.066092e-09	-7.341943e-12	-2.506878e-07	-1.135483e-10	-2.557466e-07	1.137973e-10	5.066050e-09	-5.179890e-09	5.172320e-09
1.252834058168257e+00	4.999993e+00	-6.375205e-10	0.000000e+00	5.000000e+00	4.992527e+00	-3.762778e-08	-6.337399e-11	6.375241e-11	-3.786530e-13	-3.755379e-09	3.762811e-09	-7.431779e-12	-1.861497e-07	-6.337332e-11	-1.899051e-07	6.375205e-11	3.762778e-09	-3.826563e-09	3.818755e-09
1.252834146742717e+00	4.999992e+00	-1.442701e-10	0.000000e+00	5.000000e+00	4.992459e+00	-2.453315e-08	-1.398621e-11	1.442719e-11	-4.412380e-13	-2.445853e-09	2.453344e-09	-7.491078e-12	-1.213138e-07	-1.398534e-11	-1.237597e-07	1.442701e-11	2.453315e-09	-2.467771e-09	2.459829e-09
1.252834235317177e+00	4.999992e+00	3.417787e-10	0.000000e+00	5.000000e+00	4.992420e+00	-1.137663e-08	3.461481e-11	-3.417780e-11	-4.371688e-13	-1.130172e-09	1.137692e-09	-7.519842e-12	-5.618024e-08	3.461567e-11	-5.731038e-08	-3.417787e-11	1.137662e-09	-1.103514e-09	1.095539e-09
1.252834323891638e+00	4.999993e+00	8.206258e-10	0.000000e+00	5.000000e+00	4.992411e+00	1.841800e-09	8.242909e-11	-8.206256e-11	-3.664457e-13	1.916633e-10	-1.841451e-10	-7.518070e-12	9.251100e-09	8.242971e-11	9.442779e-09	-8.206258e-11	-1.841801e-10	2.662076e-10	-2.741131e-10
1.252834412466098e+00	4.999996e+00	1.292271e-09	0.000000e+00	5.000000e+00	4.992433e+00	1.512213e-08	1.294566e-10	-1.292271e-10	-2.290685e-13	1.519653e-09	-1.512167e-09	-7.485762e-12	7.498018e-08	1.294568e-10	7.649982e-08	-1.292271e-10	-1.512213e-09	1.641394e-09	-1.649128e-09
1.252834501040558e+00	5.000000e+00	1.756715e-09	0.000000e+00	5.000000e+00	4.992485e+00	2.846435e-08	1.756974e-10	-1.756714e-10	-2.503723e-14	2.853798e-09	-2.846375e-09	-7.422918e-12	1.410070e-07	1.756969e-10	1.438607e-07	-1.756715e-10	-2.846435e-09	3.022046e-09	-3.029505e-09
1.252834800468349e+00	5.000009e+00	3.334857e-10	0.000000e+00	5.000000e+00	4.992844e+00	7.200713e-08	3.291430e-11	-3.334935e-11	4.354838e-13	7.207743e-09	-7.200688e-09	-7.055654e-12	3.566232e-07	3.291447e-11	3.638310e-07	-3.334857e-11	-7.200714e-09	7.234038e-09	-7.240625e-09
1.252835010552122e+00	5.000005e+00	-1.297903e-09	0.000000e+00	5.000000e+00	4.993293e+00	1.006011e-07	-1.300608e-10	1.297903e-10	2.701389e-13	1.006667e-08	-1.006009e-08	-6.579184e-12	4.983743e-07	-1.300605e-10	5.084410e-07	1.297903e-10	-1.006011e-08	9.930297e-09	-9.936548e-09
1.252835242242374e+00	4.999997e+00	-1.460202e-09	0.000000e+00	5.000000e+00	4.993956e+00	1.293628e-07	-1.458476e-10	1.460202e-10	-1.717406e-13	1.294211e-08	-1.293622e-08	-5.897382e-12	6.411793e-07	-1.458494e-10	6.541214e-07	1.460202e-10	-1.293628e-08	1.279020e-08	-1.279630e-08
1.252835477479977e+00	4.999991e+00	-1.339455e-11	0.000000e+00	5.000000e+00	4.994766e+00	1.554909e-07	-8.837234e-13	1.338799e-12	-4.553418e-13	1.555413e-08	-1.554905e-08	-5.076621e-12	7.711753e-07	-8.845211e-13	7.867295e-07	1.339455e-12	-1.554909e-08	1.554771e-08	-1.555324e-08
1.252835628008259e+00	4.999993e+00	1.185885e-09	0.000000e+00	5.000000e+00	4.995368e+00	1.697903e-07	1.189329e-10	-1.185877e-10	-3.451323e-13	1.698347e-08	-1.697902e-08	-4.451296e-12	8.425133e-07	1.189340e-10	8.594968e-07	-1.185885e-10	-1.697903e-08	1.709761e-08	-1.710236e-08
1.252835848994971e+00	5.000001e+00	1.692534e-09	0.000000e+00	5.000000e+00	4.996339e+00	1.871621e-07	1.691870e-10	-1.692532e-10	6.745245e-14	1.871968e-08	-1.871619e-08	-3.482146e-12	9.294670e-07	1.691862e-10	9.481866e-07	-1.692534e-10	-1.871621e-08	1.888545e-08	-1.888880e-08
1.252836064495136e+00	5.000009e+00	6.578981e-10	0.000000e+00	5.000000e+00	4.997357e+00	2.003326e-07	6.537803e-11	-6.579019e-11	4.109493e-13	2.003573e-08	-2.003326e-08	-2.476674e-12	9.957190e-07	6.537926e-11	1.015755e-06	-6.578982e-11	-2.003326e-08	2.009904e-08	-2.010107e-08
1.252836263403376e+00	5.000007e+00	-9.926424e-10	0.000000e+00	5.000000e+00	4.998353e+00	2.080982e-07	-9.960794e-11	9.926449e-11	3.436612e-13	2.081133e-08	-2.080982e-08	-1.515006e-12	1.035186e-06	-9.960670e-11	1.055997e-06	9.926424e-11	-2.080982e-08	2.071056e-08	-2.071168e-08
1.252836474598138e+00	5.000000e+00	-1.627472e-09	0.000000e+00	5.000000e+00	4.999441e+00	2.118300e-07	-1.627046e-10	1.627471e-10	-4.230116e-14	2.118343e-08	-2.118300e-08	-4.244453e-13	1.054717e-06	-1.627058e-10	1.075901e-06	1.627472e-10	-2.118300e-08	2.102025e-08	-2.102074e-08
1.252836690447441e+00	4.999992e+00	-7.334795e-10	0.000000e+00	5.000000e+00	5.000561e+00	2.114686e-07	-7.293721e-11	7.334769e-11	-4.102502e-13	2.114617e-08	-2.114686e-08	6.985463e-13	1.053912e-06	-7.293791e-11	1.075058e-06	7.334795e-11	-2.114687e-08	2.107352e-08	-2.107321e-08
1.252836885361265e+00	4.999992e+00	9.011359e-10	0.000000e+00	5.000000e+00	5.001560e+00	2.067698e-07	9.050784e-11	-9.011457e-11	-3.948515e-13	2.067528e-08	-2.067698e-08	1.702519e-12	1.031356e-06	9.050848e-11	1.052031e-06	-9.011360e-11	-2.067698e-08	2.076709e-08	-2.076581e-08
1.252837090266342e+00	5.000000e+00	1.731446e-09	0.000000e+00	5.000000e+00	5.002573e+00	1.976566e-07	1.731883e-10	-1.731450e-10	-4.385969e-14	1.976298e-08	-1.976565e-08	2.668090e-12	9.867254e-07	1.731883e-10	1.006488e-06	-1.731446e-10	-1.976566e-08	1.993880e-08	-1.993616e-08
1.252837345047574e+00	5.000008e+00	7.690124e-10	0.000000e+00	5.000000e+00	5.003760e+00	1.813103e-07	7.651318e-11	-7.690084e-11	3.887499e-13	1.812727e-08	-1.813102e-08	3.748779e-12	9.059984e-07	7.651256e-11	9.241256e-07	-7.690124e-11	-1.813103e-08	1.820792e-08	-1.820371e-08
1.252837521481289e+00	5.000008e+00	-7.059446e-10	0.000000e+00	5.000000e+00	5.004512e+00	1.666035e-07	-7.098122e-11	7.059416e-11	3.871786e-13	1.665587e-08	-1.666035e-08	4.478317e-12	8.330007e-07	-7.098425e-11	8.496565e-07	7.059446e-11	-1.666035e-08	1.658975e-08	-1.658489e-08
1.252837715068588e+00	5.000002e+00	-1.612208e-09	0.000000e+00	5.000000e+00	5.005252e+00	1.475179e-07	-1.612918e-10	1.612202e-10	7.035496e-14	1.474656e-08	-1.475177e-08	5.211489e-12	7.379717e-07	-1.612913e-10	7.527182e-07	1.612208e-10	-1.475179e-08	1.459055e-08	-1.458527e-08
1.252837850756215e+00	4.999997e+00	-1.400135e-09	0.000000e+00	5.000000e+00	5.005711e+00	1.325641e-07	-1.398296e-10	1.400133e-10	-1.842565e-13	1.325069e-08	-1.325636e-08	5.672286e-12	6.633594e-07	-1.398287e-10	6.766101e-07	1.400135e-10	-1.325641e-08	1.311635e-08	-1.311089e-08
1.252838089534090e+00	4.999991e+00	9.182966e-11	0.000000e+00	5.000000e+00	5.006416e+00	1.040670e-07	9.630999e-12	-9.183402e-12	-4.476562e-13	1.040031e-08	-1.040665e-08	6.334868e-12	5.209472e-07	9.630893e-12	5.313475e-07	-9.182966e-12	-1.040670e-08	1.041583e-08	-1.041000e-08
1.252838358694472e+00	4.999998e+00	1.692179e-09	0.000000e+00	5.000000e+00	5.006979e+00	6.837402e-08	1.693270e-10	-1.692182e-10	-1.093156e-13	6.830515e-09	-6.837363e-09	6.846519e-12	3.422265e-07	1.693285e-10	3.490570e-07	-1.692179e-10	-6.837403e-09	7.006581e-09	-6.999929e-09
1.252838712893485e+00	5.000009e+00	2.611657e-10	0.000000e+00	5.000000e+00	5.007363e+00	1.838029e-08	2.569097e-11	-2.611620e-11	4.260152e-13	1.830774e-09	-1.837970e-09	7.195198e-12	9.158300e-08	2.568867e-11	9.341378e-08	-2.611657e-11	-1.838029e-09	1.864086e-09	-1.856435e-09
1.252838816179678e+00	5.000006e+00	-6.457937e-10	0.000000e+00	5.000000e+00	5.007386e+00	3.319516e-09	-6.487317e-11	6.457938e-11	2.941902e-13	3.246815e-10	-3.318935e-10	7.211736e-12	1.602891e-08	-6.487416e-11	1.635357e-08	6.457938e-11	-3.319515e-10	2.673142e-10	-2.597619e-10
1.252838919465872e+00	5.000003e+00	-1.240443e-09	0.000000e+00	5.000000e+00	5.007373e+00	-1.156752e-08	-1.242093e-10	1.240440e-10	1.653449e-13	-1.164000e-09	1.156807e-09	7.193419e-12	-5.863636e-08	-1.242093e-10	-5.980040e-08	1.240443e-10	1.156752e-09	-1.280851e-09	1.288268e-09
1.252839022752065e+00	5.000001e+00	-1.522781e-09	0.000000e+00	5.000000e+00	5.007324e+00	-2.628082e-08	-1.523174e-10	1.522778e-10	3.947933e-14	-2.635272e-09	2.628132e-09	7.140248e-12	-1.324128e-07	-1.523167e-10	-1.350481e-07	1.522781e-10	2.628082e-09	-2.780410e-09	2.787655e-09
1.252839126038258e+00	4.999998e+00	-1.492809e-09	0.000000e+00	5.000000e+00	5.007239e+00	-4.082037e-08	-1.491975e-10	1.492805e-10	-8.340649e-14	-4.089133e-09	4.082081e-09	7.052222e-12	-2.053005e-07	-1.491964e-10	-2.093896e-07	1.492809e-10	4.082038e-09	-4.231362e-09	4.238398e-09
1.252839229324451e+00	4.999996e+00	-1.150527e-09	0.000000e+00	5.000000e+00	5.007119e+00	-5.518619e-08	-1.148495e-10	1.150524e-10	-2.033126e-13	-5.525584e-09	5.518655e-09	6.929343e-12	-2.772993e-07	-1.148485e-10	-2.828249e-07	1.150527e-10	5.518619e-09	-5.633707e-09	5.640497e-09
1.252839332610645e+00	4.999994e+00	-4.959337e-10	0.000000e+00	5.000000e+00	5.006963e+00	-6.937826e-08	-4.927357e-11	4.959334e-11	-3.202389e-13	-6.944624e-09	6.937853e-09	6.771609e-12	-3.484093e-07	-4.927280e-11	-3.553539e-07	4.959338e-11	6.937827e-09	-6.987447e-09	6.993953e-09
1.252839435896838e+00	4.999991e+00	4.709697e-10	0.000000e+00	5.000000e+00	5.006772e+00	-8.339660e-08	4.753040e-11	-4.709665e-11	-4.341856e-13	-8.346254e-09	8.339676e-09	6.579021e-12	-4.186305e-07	4.753058e-11	-4.269767e-07	-4.709697e-11	8.339661e-09	-8.292579e-09	8.298766e-09
1.252839607452705e+00	4.999996e+00	1.543088e-09	0.000000e+00	5.000000e+00	5.006369e+00	-1.052654e-07	1.545189e-10	-1.543082e-10	-2.098680e-13	-1.053275e-08	1.052657e-08	6.184617e-12	-5.280444e-07	1.545192e-10	-5.385772e-07	-1.543088e-10	1.052654e-08	-1.037226e-08	1.037822e-08
1.252839862285389e+00	5.000006e+00	1.305713e-09	0.000000e+00	5.000000e+00	5.005617e+00	-1.349909e-07	1.303001e-10	-1.305711e-10	2.707114e-13	-1.350455e-08	1.349914e-08	5.410475e-12	-6.765092e-07	1.302999e-10	-6.900137e-07	-1.305713e-10	1.349908e-08	-1.336856e-08	1.337431e-08
1.252840068303452e+00	5.000009e+00	-2.376838e-10	0.000000e+00	5.000000e+00	5.004886e+00	-1.561510e-07	-2.419070e-11	2.376795e-11	4.215095e-13	-1.561984e-08	1.561511e-08	4.731320e-12	-7.819262e-07	-2.419026e-11	-7.975460e-07	2.376839e-11	1.561510e-08	-1.563888e-08	1.564405e-08
1.252840219514765e+00	5.000005e+00	-1.289657e-09	0.000000e+00	5.000000e+00	5.004279e+00	-1.694714e-07	-1.292182e-10	1.289646e-10	2.518948e-13	-1.695128e-08	1.694715e-08	4.127205e-12	-8.480951e-07	-1.292157e-10	-8.650463e-07	1.289657e-10	1.694714e-08	-1.707611e-08	1.708054e-08
1.252840454075686e+00	4.999997e+00	-1.380391e-09	0.000000e+00	5.000000e+00	5.003250e+00	-1.862786e-07	-1.378574e-10	1.380387e-10	-1.810189e-13	-1.863099e-08	1.862787e-08	3.114808e-12	-9.312489e-07	-1.378566e-10	-9.498799e-07	1.380391e-10	1.862785e-08	-1.876591e-08	1.876890e-08
1.252840695725719e+00	4.999991e+00	1.112948e-10	0.000000e+00	5.000000e+00	5.002112e+00	-1.991448e-07	1.157054e-11	-1.112914e-11	-4.408325e-13	-1.991649e-08	1.991449e-08	2.003452e-12	-9.944825e-07	1.157044e-11	-1.014399e-06	-1.112948e-11	1.991448e-08	-1.990336e-08	1.990500e-08
1.252840857493536e+00	4.999994e+00	1.300235e-09	0.000000e+00	5.000000e+00	5.001312e+00	-2.043333e-07	1.303212e-10	-1.300233e-10	-2.975390e-13	-2.043454e-08	2.043334e-08	1.206022e-12	-1.019617e-06	1.303189e-10	-1.040052e-06	-1.300235e-10	2.043333e-08	-2.030331e-08	2.030421e-08
1.252841088697242e+00	5.000003e+00	1.547874e-09	0.000000e+00	5.000000e+00	5.000144e+00	-2.070971e-07	1.546611e-10	-1.547880e-10	1.270130e-13	-2.070978e-08	2.070972e-08	6.225620e-14	-1.032276e-06	1.546595e-10	-1.052986e-06	-1.547874e-10	2.070971e-08	-2.055493e-08	2.055513e-08
1.252841328531505e+00	5.000009e+00	1.643916e-10	0.000000e+00	5.000000e+00	4.998931e+00	-2.050574e-07	1.601793e-11	-1.643988e-11	4.210977e-13	-2.050462e-08	2.050574e-08	-1.118776e-12	-1.020952e-06	1.601877e-11	-1.041456e-06	-1.643916e-11	2.050574e-08	-2.048930e-08	2.048873e-08
1.252841562390838e+00	5.000004e+00	-1.430766e-09	0.000000e+00	5.000000e+00	4.997779e+00	-1.970550e-07	-1.432638e-10	1.430772e-10	1.872954e-13	-1.970325e-08	1.970550e-08	-2.250033e-12	-9.800614e-07	-1.432643e-10	-9.997648e-07	1.430766e-10	1.970550e-08	-1.984858e-08	1.984654e-08
1.252841813028899e+00	4.999995e+00	-1.214677e-09	0.000000e+00	5.000000e+00	4.996612e+00	-1.828705e-07	-1.211836e-10	1.214672e-10	-2.828830e-13	-1.828362e-08	1.828706e-08	-3.440315e-12	-9.085299e-07	-1.211839e-10	-9.268135e-07	1.214677e-10	1.828705e-08	-1.840853e-08	1.840473e-08
1.252842018669188e+00	4.999991e+00	2.987059e-10	0.000000e+00	5.000000e+00	4.995726e+00	-1.672452e-07	3.030801e-11	-2.986954e-11	-4.388337e-13	-1.672024e-08	1.672452e-08	-4.274380e-12	-8.302121e-07	3.030785e-11	-8.469324e-07	-2.987060e-11	1.672452e-08	-1.669465e-08	1.668993e-08
1.252842275802711e+00	4.999999e+00	1.668913e-09	0.000000e+00	5.000000e+00	4.994755e+00	-1.425608e-07	1.669769e-10	-1.668908e-10	-8.487986e-14	-1.425088e-08	1.425611e-08	-5.225272e-12	-7.070359e-07	1.669764e-10	-7.212868e-07	-1.668913e-10	1.425608e-08	-1.408922e-08	1.408386e-08
1.252842414548228e+00	5.000004e+00	1.438633e-09	0.000000e+00	5.000000e+00	4.994303e+00	-1.272702e-07	1.436983e-10	-1.438628e-10	1.660312e-13	-1.272138e-08	1.272708e-08	-5.694746e-12	-6.309332e-07	1.436971e-10	-6.436546e-07	-1.438633e-10	1.272702e-08	-1.258321e-08	1.257764e-08
1.252842656259350e+00	5.000009e+00	-5.298176e-11	0.000000e+00	5.000000e+00	4.993621e+00	-9.840619e-08	-5.714479e-12	5.298319e-12	4.157929e-13	-9.834306e-09	9.840668e-09	-6.362528e-12	-4.875038e-07	-5.714585e-12	-4.973382e-07	5.298177e-12	9.840619e-09	-9.845967e-09	9.840039e-09
1.252842918418862e+00	5.000002e+00	-1.555604e-09	0.000000e+00	5.000000e+00	4.993106e+00	-6.365429e-08	-1.556455e-10	1.555608e-10	8.489422e-14	-6.358611e-09	6.365465e-09	-6.853853e-12	-3.151544e-07	-1.556468e-10	-3.215131e-07	1.555604e-10	6.365429e-09	-6.521025e-09	6.514347e-09
1.252843271335524e+00	4.999991e+00	-1.584554e-10	0.000000e+00	5.000000e+00	4.992763e+00	-1.399463e-08	-1.541118e-11	1.584492e-11	-4.348865e-13	-1.392340e-09	1.399520e-09	-7.181098e-12	-6.918282e-08	-1.541117e-11	-7.057510e-08	1.584555e-11	1.399463e-09	-1.415364e-09	1.407780e-09
1.252843371557019e+00	4.999994e+00	7.167569e-10	0.000000e+00	5.000000e+00	4.992751e+00	5.408044e-10	7.198926e-11	-7.167596e-11	-3.136384e-13	6.121465e-11	-5.402528e-11	-7.189725e-12	2.767105e-09	7.198852e-11	2.828355e-09	-7.167569e-11	-5.408044e-11	1.257012e-10	-1.332129e-10
1.252843471778514e+00	4.999996e+00	1.298626e-09	0.000000e+00	5.000000e+00	4.992772e+00	1.489256e-08	1.300552e-10	-1.298625e-10	-1.924065e-13	1.496368e-09	-1.489204e-09	-7.163872e-12	7.382131e-08	1.300539e-10	7.531770e-08	-1.298626e-10	-1.489256e-09	1.619066e-09	-1.626460e-09
1.252843572000009e+00	4.999999e+00	1.587151e-09	0.000000e+00	5.000000e+00	4.992826e+00	2.906064e-08	1.587865e-10	-1.587148e-10	-7.119078e-14	2.913120e-09	-2.906016e-09	-7.103541e-12	1.439798e-07	1.587850e-10	1.468929e-07	-1.587151e-10	-2.906064e-09	3.064731e-09	-3.071960e-09
1.252843672221504e+00	5.000001e+00	1.582332e-09	0.000000e+00	5.000000e+00	4.992913e+00	4.304503e-08	1.581833e-10	-1.582328e-10	5.000876e-14	4.311471e-09	-4.304462e-09	-7.008730e-12	2.132426e-07	1.581819e-10	2.175541e-07	-1.582332e-10	-4.304503e-09	4.462695e-09	-4.469715e-09
1.252843772442999e+00	5.000004e+00	1.284170e-09	0.000000e+00	5.000000e+00	4.993034e+00	5.684574e-08	1.282456e-10	-1.284164e-10	1.711921e-13	5.691421e-09	-5.684542e-09	-6.879439e-12	2.816096e-07	1.282444e-10	2.873011e-07	-1.284170e-10	-5.684574e-09	5.812958e-09	-5.819724e-09
1.252843872664494e+00	5.000006e+00	6.926639e-10	0.000000e+00	5.000000e+00	4.993188e+00	7.046277e-08	6.897333e-11	-6.926579e-11	2.923593e-13	7.052970e-09	-7.046255e-09	-6.715669e-12	3.490810e-07	6.897272e-11	3.561340e-07	-6.926639e-11	-7.046278e-09	7.115521e-09	-7.121987e-09
1.252843972885989e+00	5.000009e+00	-1.921857e-10	0.000000e+00	5.000000e+00	4.993376e+00	8.389613e-08	-1.963348e-11	1.921916e-11	4.135103e-13	8.396118e-09	-8.389602e-09	-6.517420e-12	4.156566e-07	-1.963329e-11	4.240527e-07	1.921857e-11	-8.389613e-09	8.370383e-09	-8.376504e-09
1.252844225105892e+00	5.000002e+00	-1.550380e-09	0.000000e+00	5.000000e+00	4.993999e+00	1.150434e-07	-1.551116e-10	1.550384e-10	7.234157e-14	1.151017e-08	-1.150431e-08	-5.861580e-12	5.702287e-07	-1.551101e-10	5.817389e-07	1.550380e-10	-1.150434e-08	1.134927e-08	-1.135507e-08
1.252844355380043e+00	4.999997e+00	-1.381127e-09	0.000000e+00	5.000000e+00	4.994395e+00	1.296671e-07	-1.379480e-10	1.381125e-10	-1.653130e-13	1.297214e-08	-1.296666e-08	-5.480910e-12	6.429138e-07	-1.379474e-10	6.558859e-07	1.381127e-10	-1.296671e-08	1.282854e-08	-1.283417e-08
1.252844591999823e+00	4.999991e+00	8.852157e-12	0.000000e+00	5.000000e+00	4.995207e+00	1.538791e-07	1.318117e-12	-8.852181e-13	-4.330570e-13	1.539253e-08	-1.538788e-08	-4.649014e-12	7.634563e-07	1.317355e-12	7.788487e-07	-8.852159e-13	-1.538791e-08	1.538876e-08	-1.539382e-08
1.252844744632903e+00	4.999994e+00	1.155239e-09	0.000000e+00	5.000000e+00	4.995808e+00	1.670494e-07	1.158459e-10	-1.155245e-10	-3.224245e-13	1.670899e-08	-1.670494e-08	-4.058648e-12	8.292131e-07	1.158456e-10	8.459220e-07	-1.155239e-10	-1.670494e-08	1.682046e-08	-1.682478e-08
1.252844967459067e+00	5.000001e+00	1.598012e-09	0.000000e+00	5.000000e+00	4.996768e+00	1.826603e-07	1.597273e-10	-1.598010e-10	7.464802e-14	1.826910e-08	-1.826602e-08	-3.087877e-12	9.074309e-07	1.597264e-10	9.257000e-07	-1.598012e-10	-1.826603e-08	1.842582e-08	-1.842880e-08
1.252845183766095e+00	5.000008e+00	5.753795e-10	0.000000e+00	5.000000e+00	4.997762e+00	1.941202e-07	5.714244e-11	-5.753674e-11	3.949765e-13	1.941409e-08	-1.941201e-08	-2.079238e-12	9.651633e-07	5.714159e-11	9.845772e-07	-5.753795e-11	-1.941202e-08	1.946955e-08	-1.947129e-08
1.252845383128941e+00	5.000006e+00	-9.852188e-10	0.000000e+00	5.000000e+00	4.998726e+00	2.003875e-07	-9.883933e-11	9.852281e-11	3.168042e-13	2.003985e-08	-2.003875e-08	-1.098137e-12	9.971343e-07	-9.883938e-11	1.017174e-06	9.852189e-11	-2.003875e-08	1.994023e-08	-1.994098e-08
1.252845597495849e+00	4.999999e+00	-1.531579e-09	0.000000e+00	5.000000e+00	4.999785e+00	2.026990e-07	-1.530984e-10	1.531581e-10	-5.969754e-14	2.026996e-08	-2.026990e-08	-6.478785e-14	1.009535e-06	-1.530982e-10	1.029806e-06	1.531579e-10	-2.026990e-08	2.011674e-08	-2.011686e-08
1.252845811854466e+00	4.999992e+00	-6.334500e-10	0.000000e+00	5.000000e+00	5.000847e+00	2.010599e-07	-6.294746e-11	6.334432e-11	-3.984644e-13	2.010503e-08	-2.010599e-08	9.601121e-13	1.002265e-06	-6.294692e-11	1.022370e-06	6.334500e-11	-2.010599e-08	2.004265e-08	-2.004209e-08
1.252846011255302e+00	4.999993e+00	9.458311e-10	0.000000e+00	5.000000e+00	5.001814e+00	1.952127e-07	9.494391e-11	-9.458254e-11	-3.613323e-13	1.951939e-08	-1.952127e-08	1.879655e-12	9.739008e-07	9.494388e-11	9.934201e-07	-9.458311e-11	-1.952127e-08	1.961586e-08	-1.961433e-08
1.252846221856730e+00	5.000000e+00	1.645380e-09	0.000000e+00	5.000000e+00	5.002793e+00	1.849222e-07	1.645447e-10	-1.645375e-10	-7.270669e-15	1.848937e-08	-1.849221e-08	2.843614e-12	9.233004e-07	1.645443e-10	9.417897e-07	-1.645380e-10	-1.849222e-08	1.865675e-08	-1.865391e-08
1.252846452432615e+00	5.000008e+00	7.821024e-10	0.000000e+00	5.000000e+00	5.003799e+00	1.696509e-07	7.784320e-11	-7.821002e-11	3.666758e-13	1.696122e-08	-1.696508e-08	3.854913e-12	8.477379e-07	7.784377e-11	8.646991e-07	-7.821024e-11	-1.696509e-08	1.704329e-08	-1.703918e-08
1.252846634765867e+00	5.000008e+00	-6.737241e-10	0.000000e+00	5.000000e+00	5.004523e+00	1.543679e-07	-6.773836e-11	6.737225e-11	3.664884e-13	1.543223e-08	-1.543679e-08	4.558348e-12	7.717966e-07	-6.773875e-11	7.872288e-07	6.737241e-11	-1.543679e-08	1.536941e-08	-1.536460e-08
1.252846827250809e+00	5.000001e+00	-1.529708e-09	0.000000e+00	5.000000e+00	5.005201e+00	1.355187e-07	-1.530363e-10	1.529700e-10	6.671076e-14	1.354667e-08	-1.355185e-08	5.183574e-12	6.778754e-07	-1.530374e-10	6.914220e-07	1.529708e-10	-1.355187e-08	1.339888e-08	-1.339365e-08
1.252847127109804e+00	4.999992e+00	-4.718095e-10	0.000000e+00	5.000000e+00	5.006075e+00	1.018955e-07	-4.679081e-11	4.718090e-11	-3.912323e-13	1.018353e-08	-1.018948e-08	5.947550e-12	5.099219e-07	-4.678991e-11	5.201054e-07	4.718095e-11	-1.018955e-08	1.014230e-08	-1.013669e-08
1.252847357849445e+00	4.999994e+00	1.211924e-09	0.000000e+00	5.000000e+00	5.006573e+00	7.309739e-08	1.214919e-10	-1.211929e-10	-2.994513e-13	7.303279e-09	-7.309719e-09	6.440279e-12	3.657959e-07	1.214921e-10	3.730991e-07	-1.211924e-10	-7.309739e-09	7.430912e-09	-7.424756e-09
1.252847585855987e+00	5.000002e+00	1.529828e-09	0.000000e+00	5.000000e+00	5.006887e+00	4.282631e-08	1.528792e-10	-1.529831e-10	1.040958e-13	4.275830e-09	-4.282564e-09	6.732922e-12	2.141207e-07	1.528785e-10	2.183966e-07	-1.529828e-10	-4.282631e-09	4.435547e-09	-4.428757e-09
1.252847682241947e+00	5.000005e+00	8.369483e-10	0.000000e+00	5.000000e+00	5.006978e+00	2.958452e-08	8.343563e-11	-8.369527e-11	2.596845e-13	2.951592e-09	-2.958404e-09	6.812319e-12	1.477298e-07	8.343478e-11	1.506814e-07	-8.369483e-11	-2.958452e-09	3.042100e-09	-3.035051e-09
1.252847778627907e+00	5.000007e+00	2.379764e-10	0.000000e+00	5.000000e+00	5.007037e+00	1.637130e-08	2.344745e-11	-2.379812e-11	3.507229e-13	1.630233e-09	-1.637094e-09	6.861646e-12	8.148456e-08	2.344642e-11	8.311480e-08	-2.379764e-11	-1.637130e-09	1.660892e-09	-1.653686e-09
1.252847875013867e+00	5.000008e+00	-2.670878e-10	0.000000e+00	5.000000e+00	5.007062e+00	3.186639e-09	-2.708539e-11	2.670835e-11	3.772108e-13	3.117535e-10	-3.186338e-10	6.880903e-12	1.538515e-08	-2.708660e-11	1.569689e-08	2.670879e-11	-3.186639e-10	2.919255e-10	-2.846620e-10
1.252847971399826e+00	5.000007e+00	-6.782444e-10	0.000000e+00	5.000000e+00	5.007053e+00	-9.969458e-09	-6.816289e-11	6.782414e-11	3.391485e-13	-1.003846e-09	9.969771e-10	6.870089e-12	-5.056849e-08	-6.816429e-11	-5.157235e-08	6.782444e-11	9.969458e-10	-1.064801e-09	1.072020e-09
1.252848067785786e+00	5.000005e+00	-9.954932e-10	0.000000e+00	5.000000e+00	5.007011e+00	-2.309699e-08	-9.978504e-11	9.954926e-11	2.365357e-13	-2.316567e-09	2.309738e-09	6.829205e-12	-1.163763e-07	-9.978665e-11	-1.186929e-07	9.954932e-11	2.309699e-09	-2.409288e-09	2.416361e-09
1.252848164171746e+00	5.000002e+00	-1.218834e-09	0.000000e+00	5.000000e+00	5.006937e+00	-3.619596e-08	-1.219518e-10	1.218837e-10	6.937262e-14	-3.626408e-09	3.619650e-09	6.758250e-12	-1.820384e-07	-1.219537e-10	-1.856649e-07	1.218834e-10	3.619596e-09	-3.741534e-09	3.748360e-09
1.252848260557706e+00	4.999997e+00	-1.348268e-09	0.000000e+00	5.000000e+00	5.006828e+00	-4.926637e-08	-1.346633e-10	1.348275e-10	-1.623409e-13	-4.933369e-09	4.926712e-09	6.657225e-12	-2.475547e-07	-1.346654e-10	-2.524881e-07	1.348268e-10	4.926636e-09	-5.061540e-09	5.068017e-09
