time	V(c1)	V(n001)	V(in)	V(s)	V(c2)	V(n002)	Ic(Q1)	Ib(Q1)	Ie(Q1)	Ic(Q2)	Ib(Q2)	Ie(Q2)	I(D1)	I(L1)	I(L2)	I(R1)	I(R2)	I(V1)	I(V2)
2.500658885226598e-01	5.000268e+00	3.294410e-01	3.294426e-01	5.000000e+00	5.000096e+00	3.294409e-01	-5.288853e-09	1.601419e-07	-1.548530e-07	-1.730471e-08	1.721740e-07	-1.548693e-07	-2.147108e-09	-5.288852e-09	-1.945179e-08	1.601419e-07	1.721740e-07	-3.323159e-07	2.259360e-08
2.500663013453852e-01	5.000418e+00	3.315049e-01	3.315067e-01	5.000000e+00	5.000088e+00	3.315050e-01	-2.619000e-08	1.815769e-07	-1.553869e-07	-1.709221e-08	1.725047e-07	-1.554125e-07	-6.094859e-09	-2.619000e-08	-2.318708e-08	1.815769e-07	1.725047e-07	-3.540816e-07	4.328216e-08
2.500664490529924e-01	5.000029e+00	3.322434e-01	3.322453e-01	5.000000e+00	5.000083e+00	3.322435e-01	-2.925038e-08	1.848614e-07	-1.556111e-07	-1.700815e-08	1.726213e-07	-1.556132e-07	-7.402585e-09	-2.925038e-08	-2.441077e-08	1.848614e-07	1.726213e-07	-3.574828e-07	4.625851e-08
2.500666039024815e-01	4.999620e+00	3.330177e-01	3.330195e-01	5.000000e+00	5.000077e+00	3.330178e-01	-2.638601e-08	1.822359e-07	-1.558499e-07	-1.691495e-08	1.727422e-07	-1.558272e-07	-8.692288e-09	-2.638601e-08	-2.560727e-08	1.822359e-07	1.727422e-07	-3.549781e-07	4.330099e-08
2.500670193586766e-01	4.999681e+00	3.350952e-01	3.350968e-01	5.000000e+00	5.000056e+00	3.350950e-01	-4.445558e-09	1.608849e-07	-1.564393e-07	-1.663735e-08	1.730575e-07	-1.564202e-07	-1.165986e-08	-4.445559e-09	-2.829722e-08	1.608849e-07	1.730575e-07	-3.339424e-07	2.108291e-08
2.500670978497872e-01	4.999919e+00	3.354877e-01	3.354892e-01	5.000000e+00	5.000051e+00	3.354875e-01	-2.909393e-09	1.594497e-07	-1.565403e-07	-1.657950e-08	1.731152e-07	-1.565357e-07	-1.211669e-08	-2.909393e-09	-2.869619e-08	1.594497e-07	1.731152e-07	-3.325649e-07	1.948891e-08
2.500671838624374e-01	5.000188e+00	3.359177e-01	3.359193e-01	5.000000e+00	5.000046e+00	3.359176e-01	-3.535774e-09	1.601877e-07	-1.566520e-07	-1.651395e-08	1.731776e-07	-1.566636e-07	-1.257418e-08	-3.535774e-09	-2.908816e-08	1.601877e-07	1.731776e-07	-3.333653e-07	2.004975e-08
2.500672877541730e-01	5.000455e+00	3.364371e-01	3.364388e-01	5.000000e+00	5.000040e+00	3.364370e-01	-7.046337e-09	1.638383e-07	-1.567919e-07	-1.643190e-08	1.732518e-07	-1.568199e-07	-1.306808e-08	-7.046338e-09	-2.950002e-08	1.638383e-07	1.732518e-07	-3.370901e-07	2.347822e-08
2.500675375782335e-01	5.000559e+00	3.376861e-01	3.376879e-01	5.000000e+00	5.000023e+00	3.376862e-01	-2.113843e-08	1.783080e-07	-1.571696e-07	-1.622111e-08	1.734252e-07	-1.572041e-07	-1.397853e-08	-2.113843e-08	-3.019972e-08	1.783080e-07	1.734252e-07	-3.517332e-07	3.735953e-08
2.500676649881853e-01	5.000315e+00	3.383231e-01	3.383249e-01	5.000000e+00	5.000014e+00	3.383232e-01	-2.650666e-08	1.838915e-07	-1.573848e-07	-1.610615e-08	1.735107e-07	-1.574045e-07	-1.428878e-08	-2.650666e-08	-3.039498e-08	1.838914e-07	1.735107e-07	-3.574021e-07	4.261281e-08
2.500678176713312e-01	4.999893e+00	3.390865e-01	3.390884e-01	5.000000e+00	5.000003e+00	3.390866e-01	-2.769928e-08	1.853544e-07	-1.576551e-07	-1.596118e-08	1.736104e-07	-1.576492e-07	-1.451182e-08	-2.769928e-08	-3.047299e-08	1.853544e-07	1.736104e-07	-3.589647e-07	4.366045e-08
2.500679795175003e-01	4.999490e+00	3.398958e-01	3.398976e-01	5.000000e+00	4.999992e+00	3.398958e-01	-2.303806e-08	1.809816e-07	-1.579435e-07	-1.580014e-08	1.737132e-07	-1.579130e-07	-1.459785e-08	-2.303806e-08	-3.039798e-08	1.809816e-07	1.737132e-07	-3.546948e-07	3.883824e-08
2.500680399297167e-01	4.999399e+00	3.401979e-01	3.401996e-01	5.000000e+00	4.999987e+00	3.401979e-01	-1.902640e-08	1.770753e-07	-1.580489e-07	-1.573786e-08	1.737507e-07	-1.580129e-07	-1.458517e-08	-1.902640e-08	-3.032306e-08	1.770753e-07	1.737507e-07	-3.508261e-07	3.476429e-08
2.500681003419331e-01	4.999356e+00	3.405000e-01	3.405017e-01	5.000000e+00	4.999983e+00	3.405000e-01	-1.533527e-08	1.734875e-07	-1.581522e-07	-1.567427e-08	1.737878e-07	-1.581135e-07	-1.454694e-08	-1.533527e-08	-3.022127e-08	1.734875e-07	1.737878e-07	-3.472753e-07	3.100956e-08
2.500681607541495e-01	4.999363e+00	3.408021e-01	3.408037e-01	5.000000e+00	4.999979e+00	3.408020e-01	-1.196468e-08	1.702180e-07	-1.582533e-07	-1.560937e-08	1.738244e-07	-1.582150e-07	-1.448316e-08	-1.196468e-08	-3.009262e-08	1.702180e-07	1.738244e-07	-3.440424e-07	2.757406e-08
2.500682211663658e-01	4.999417e+00	3.411042e-01	3.411058e-01	5.000000e+00	4.999974e+00	3.411041e-01	-8.914627e-09	1.672670e-07	-1.583523e-07	-1.554315e-08	1.738605e-07	-1.583173e-07	-1.439385e-08	-8.914629e-09	-2.993709e-08	1.672669e-07	1.738605e-07	-3.411274e-07	2.445780e-08
2.500682815785822e-01	4.999521e+00	3.414062e-01	3.414079e-01	5.000000e+00	4.999970e+00	3.414062e-01	-6.185113e-09	1.646343e-07	-1.584492e-07	-1.547563e-08	1.738961e-07	-1.584204e-07	-1.427900e-08	-6.185115e-09	-2.975471e-08	1.646343e-07	1.738961e-07	-3.385304e-07	2.166076e-08
2.500683419907986e-01	4.999673e+00	3.417083e-01	3.417099e-01	5.000000e+00	4.999966e+00	3.417082e-01	-3.776137e-09	1.623200e-07	-1.585439e-07	-1.540679e-08	1.739312e-07	-1.585244e-07	-1.413860e-08	-3.776139e-09	-2.954545e-08	1.623200e-07	1.739312e-07	-3.362512e-07	1.918296e-08
2.500684024030150e-01	4.999873e+00	3.420104e-01	3.420120e-01	5.000000e+00	4.999962e+00	3.420103e-01	-1.687699e-09	1.603242e-07	-1.586365e-07	-1.533664e-08	1.739658e-07	-1.586292e-07	-1.397266e-08	-1.687700e-09	-2.930933e-08	1.603242e-07	1.739658e-07	-3.342900e-07	1.702439e-08
2.500685408072810e-01	5.000298e+00	3.427024e-01	3.427040e-01	5.000000e+00	4.999952e+00	3.427023e-01	-3.140635e-09	1.619945e-07	-1.588539e-07	-1.517085e-08	1.740435e-07	-1.588726e-07	-1.350076e-08	-3.140636e-09	-2.867164e-08	1.619945e-07	1.740435e-07	-3.360381e-07	1.831145e-08
2.500688966178896e-01	5.000494e+00	3.444813e-01	3.444831e-01	5.000000e+00	4.999930e+00	3.444813e-01	-2.178877e-08	1.812772e-07	-1.594884e-07	-1.471377e-08	1.742332e-07	-1.595194e-07	-1.175482e-08	-2.178877e-08	-2.646862e-08	1.812772e-07	1.742332e-07	-3.555104e-07	3.650258e-08
2.500690319607139e-01	5.000178e+00	3.451579e-01	3.451598e-01	5.000000e+00	4.999923e+00	3.451581e-01	-2.612183e-08	1.858836e-07	-1.597618e-07	-1.452841e-08	1.743020e-07	-1.597736e-07	-1.090878e-08	-2.612183e-08	-2.543722e-08	1.858836e-07	1.743020e-07	-3.601857e-07	4.065028e-08
2.500691799880436e-01	4.999777e+00	3.458981e-01	3.458999e-01	5.000000e+00	4.999915e+00	3.458982e-01	-2.524976e-08	1.853197e-07	-1.600700e-07	-1.431806e-08	1.743753e-07	-1.600572e-07	-9.876747e-09	-2.524976e-08	-2.419483e-08	1.853197e-07	1.743753e-07	-3.596950e-07	3.956784e-08
2.500693667556020e-01	4.999396e+00	3.468320e-01	3.468338e-01	5.000000e+00	4.999907e+00	3.468320e-01	-1.773240e-08	1.781905e-07	-1.604581e-07	-1.404377e-08	1.744657e-07	-1.604220e-07	-8.459398e-09	-1.773239e-08	-2.250321e-08	1.781905e-07	1.744657e-07	-3.526563e-07	3.177622e-08
2.500696096941520e-01	4.999549e+00	3.480468e-01	3.480485e-01	5.000000e+00	4.999898e+00	3.480467e-01	-3.449186e-09	1.643869e-07	-1.609377e-07	-1.366914e-08	1.745799e-07	-1.609108e-07	-6.418058e-09	-3.449186e-09	-2.008713e-08	1.643869e-07	1.745799e-07	-3.389668e-07	1.711824e-08
2.500697616071300e-01	4.999996e+00	3.488064e-01	3.488081e-01	5.000000e+00	4.999894e+00	3.488063e-01	3.147987e-10	1.609100e-07	-1.612248e-07	-1.342453e-08	1.746498e-07	-1.612253e-07	-5.049796e-09	3.147975e-10	-1.847431e-08	1.609100e-07	1.746498e-07	-3.355598e-07	1.310975e-08
2.500699143520474e-01	5.000423e+00	3.495701e-01	3.495718e-01	5.000000e+00	4.999890e+00	3.495700e-01	-3.562346e-09	1.650845e-07	-1.615222e-07	-1.317030e-08	1.747193e-07	-1.615490e-07	-3.622646e-09	-3.562347e-09	-1.679301e-08	1.650845e-07	1.747193e-07	-3.398038e-07	1.673270e-08
2.500702525177180e-01	5.000419e+00	3.512608e-01	3.512626e-01	5.000000e+00	4.999887e+00	3.512608e-01	-2.150767e-08	1.837712e-07	-1.622635e-07	-1.258213e-08	1.748726e-07	-1.622904e-07	-3.848705e-10	-2.150767e-08	-1.296700e-08	1.837712e-07	1.748726e-07	-3.586438e-07	3.408982e-08
2.500703941057356e-01	5.000051e+00	3.519687e-01	3.519705e-01	5.000000e+00	4.999887e+00	3.519688e-01	-2.456504e-08	1.871724e-07	-1.626074e-07	-1.232537e-08	1.749371e-07	-1.626117e-07	9.714752e-10	-2.456504e-08	-1.135389e-08	1.871724e-07	1.749371e-07	-3.621095e-07	3.689041e-08
2.500705399881417e-01	4.999666e+00	3.526981e-01	3.526999e-01	5.000000e+00	4.999888e+00	3.526982e-01	-2.224983e-08	1.852189e-07	-1.629690e-07	-1.205461e-08	1.750043e-07	-1.629497e-07	2.348553e-09	-2.224983e-08	-9.706041e-09	1.852189e-07	1.750043e-07	-3.602232e-07	3.430442e-08
2.500707954934825e-01	4.999348e+00	3.539757e-01	3.539775e-01	5.000000e+00	4.999893e+00	3.539757e-01	-8.883767e-09	1.724798e-07	-1.635961e-07	-1.156705e-08	1.751240e-07	-1.635570e-07	4.686398e-09	-8.883766e-09	-6.880615e-09	1.724798e-07	1.751240e-07	-3.476038e-07	2.045085e-08
2.500709768533582e-01	4.999677e+00	3.548826e-01	3.548843e-01	5.000000e+00	4.999897e+00	3.548825e-01	6.688304e-10	1.633529e-07	-1.640217e-07	-1.120884e-08	1.752116e-07	-1.640028e-07	6.242463e-09	6.688302e-10	-4.966395e-09	1.633529e-07	1.752116e-07	-3.385645e-07	1.054002e-08
2.500711074104664e-01	5.000079e+00	3.555354e-01	3.555371e-01	5.000000e+00	4.999902e+00	3.555353e-01	1.871124e-09	1.624549e-07	-1.643260e-07	-1.094460e-08	1.752765e-07	-1.643319e-07	7.286673e-09	1.871123e-09	-3.657935e-09	1.624549e-07	1.752765e-07	-3.377314e-07	9.073480e-09
2.500712058506513e-01	5.000357e+00	3.560276e-01	3.560292e-01	5.000000e+00	4.999906e+00	3.560275e-01	-3.699117e-10	1.649309e-07	-1.645610e-07	-1.074237e-08	1.753264e-07	-1.645841e-07	8.032075e-09	-3.699119e-10	-2.710317e-09	1.649309e-07	1.753264e-07	-3.402574e-07	1.111232e-08
2.500715127016601e-01	5.000517e+00	3.575617e-01	3.575635e-01	5.000000e+00	4.999919e+00	3.575618e-01	-1.665762e-08	1.820188e-07	-1.653611e-07	-1.009428e-08	1.754888e-07	-1.653945e-07	1.006855e-08	-1.665762e-08	-2.572675e-11	1.820188e-07	1.754888e-07	-3.575075e-07	2.675193e-08
2.500716384311857e-01	5.000245e+00	3.581903e-01	3.581921e-01	5.000000e+00	4.999926e+00	3.581904e-01	-2.125872e-08	1.869798e-07	-1.657210e-07	-9.820901e-09	1.755585e-07	-1.657376e-07	1.076139e-08	-2.125872e-08	9.404685e-10	1.869797e-07	1.755585e-07	-3.625383e-07	3.107967e-08
2.500717744814313e-01	4.999870e+00	3.588705e-01	3.588724e-01	5.000000e+00	4.999933e+00	3.588707e-01	-2.162284e-08	1.877460e-07	-1.661231e-07	-9.519783e-09	1.756364e-07	-1.661166e-07	1.140657e-08	-2.162284e-08	1.886776e-09	1.877460e-07	1.756364e-07	-3.633824e-07	3.114264e-08
2.500719411205473e-01	4.999464e+00	3.597038e-01	3.597056e-01	5.000000e+00	4.999943e+00	3.597038e-01	-1.637708e-08	1.829988e-07	-1.666217e-07	-9.144682e-09	1.757346e-07	-1.665900e-07	1.206907e-08	-1.637708e-08	2.924397e-09	1.829988e-07	1.757346e-07	-3.587334e-07	2.552181e-08
2.500719907044299e-01	4.999386e+00	3.599517e-01	3.599535e-01	5.000000e+00	4.999946e+00	3.599518e-01	-1.317660e-08	1.799461e-07	-1.667696e-07	-9.031612e-09	1.757646e-07	-1.667330e-07	1.223600e-08	-1.317660e-08	3.204391e-09	1.799461e-07	1.757646e-07	-3.557107e-07	2.220825e-08
2.500720402883126e-01	4.999344e+00	3.601997e-01	3.602014e-01	5.000000e+00	4.999949e+00	3.601997e-01	-1.011583e-08	1.770322e-07	-1.669164e-07	-8.917717e-09	1.757949e-07	-1.668772e-07	1.238556e-08	-1.011583e-08	3.467844e-09	1.770322e-07	1.757949e-07	-3.528271e-07	1.903359e-08
2.500720898721953e-01	4.999338e+00	3.604476e-01	3.604494e-01	5.000000e+00	4.999952e+00	3.604476e-01	-7.194774e-09	1.742570e-07	-1.670622e-07	-8.802997e-09	1.758256e-07	-1.670226e-07	1.251775e-08	-7.194775e-09	3.714757e-09	1.742570e-07	1.758256e-07	-3.500826e-07	1.599781e-08
2.500721394560780e-01	4.999368e+00	3.606956e-01	3.606973e-01	5.000000e+00	4.999955e+00	3.606955e-01	-4.413438e-09	1.716205e-07	-1.672071e-07	-8.687453e-09	1.758567e-07	-1.671692e-07	1.263257e-08	-4.413438e-09	3.945129e-09	1.716205e-07	1.758567e-07	-3.474772e-07	1.310092e-08
2.500721890399606e-01	4.999433e+00	3.609435e-01	3.609452e-01	5.000000e+00	4.999958e+00	3.609434e-01	-1.771818e-09	1.691228e-07	-1.673509e-07	-8.571083e-09	1.758882e-07	-1.673171e-07	1.273003e-08	-1.771819e-09	4.158960e-09	1.691228e-07	1.758882e-07	-3.450109e-07	1.034292e-08
2.500722386238433e-01	4.999534e+00	3.611915e-01	3.611931e-01	5.000000e+00	4.999961e+00	3.611914e-01	7.300840e-10	1.667637e-07	-1.674938e-07	-8.453889e-09	1.759201e-07	-1.674662e-07	1.281012e-08	7.300838e-10	4.356251e-09	1.667637e-07	1.759201e-07	-3.426838e-07	7.723805e-09
2.500722882077260e-01	4.999671e+00	3.614394e-01	3.614410e-01	5.000000e+00	4.999964e+00	3.614393e-01	3.092270e-09	1.645434e-07	-1.676356e-07	-8.335870e-09	1.759524e-07	-1.676165e-07	1.287284e-08	3.092270e-09	4.537001e-09	1.645434e-07	1.759524e-07	-3.404957e-07	5.243582e-09
2.500723674631263e-01	4.999907e+00	3.618357e-01	3.618373e-01	5.000000e+00	4.999969e+00	3.618356e-01	4.495782e-09	1.633681e-07	-1.678639e-07	-8.145408e-09	1.760048e-07	-1.678594e-07	1.293551e-08	4.495781e-09	4.790145e-09	1.633681e-07	1.760048e-07	-3.393729e-07	3.649581e-09
2.500724719794398e-01	5.000220e+00	3.623583e-01	3.623599e-01	5.000000e+00	4.999976e+00	3.623581e-01	3.711379e-09	1.644576e-07	-1.681690e-07	-7.891347e-09	1.760752e-07	-1.681839e-07	1.295920e-08	3.711377e-09	5.067838e-09	1.644576e-07	1.760752e-07	-3.405329e-07	4.179908e-09
2.500726454789449e-01	5.000579e+00	3.632257e-01	3.632274e-01	5.000000e+00	4.999987e+00	3.632256e-01	-3.391937e-09	1.720884e-07	-1.686964e-07	-7.461857e-09	1.761957e-07	-1.687338e-07	1.284508e-08	-3.391938e-09	5.383154e-09	1.720884e-07	1.761957e-07	-3.482841e-07	1.085380e-08
2.500728349769177e-01	5.000498e+00	3.641731e-01	3.641749e-01	5.000000e+00	4.999999e+00	3.641731e-01	-1.411262e-08	1.834329e-07	-1.693203e-07	-6.979822e-09	1.763327e-07	-1.693529e-07	1.247773e-08	-1.411262e-08	5.497865e-09	1.834329e-07	1.763327e-07	-3.597657e-07	2.109243e-08
2.500729498497956e-01	5.000242e+00	3.647474e-01	3.647493e-01	5.000000e+00	5.000006e+00	3.647475e-01	-1.813587e-08	1.878564e-07	-1.697205e-07	-6.681032e-09	1.764184e-07	-1.697374e-07	1.214085e-08	-1.813587e-08	5.459748e-09	1.878564e-07	1.764184e-07	-3.642748e-07	2.481690e-08
2.500730846371353e-01	4.999867e+00	3.654213e-01	3.654232e-01	5.000000e+00	5.000014e+00	3.654214e-01	-1.845956e-08	1.886637e-07	-1.702041e-07	-6.323666e-09	1.765214e-07	-1.701977e-07	1.163721e-08	-1.845956e-08	5.313487e-09	1.886637e-07	1.765214e-07	-3.651850e-07	2.478323e-08
2.500732410996788e-01	4.999477e+00	3.662036e-01	3.662055e-01	5.000000e+00	5.000022e+00	3.662037e-01	-1.369431e-08	1.844676e-07	-1.707733e-07	-5.901020e-09	1.766436e-07	-1.707425e-07	1.093571e-08	-1.369431e-08	5.034695e-09	1.844676e-07	1.766436e-07	-3.611112e-07	1.959535e-08
2.500732910328031e-01	4.999391e+00	3.664533e-01	3.664552e-01	5.000000e+00	5.000025e+00	3.664534e-01	-1.051332e-08	1.814685e-07	-1.709552e-07	-5.764164e-09	1.766832e-07	-1.709191e-07	1.068217e-08	-1.051332e-08	4.917997e-09	1.814685e-07	1.766832e-07	-3.581518e-07	1.627751e-08
2.500733409659273e-01	4.999342e+00	3.667030e-01	3.667048e-01	5.000000e+00	5.000028e+00	3.667031e-01	-7.451792e-09	1.785882e-07	-1.711364e-07	-5.626045e-09	1.767233e-07	-1.710972e-07	1.041392e-08	-7.451791e-09	4.787860e-09	1.785882e-07	1.767233e-07	-3.553115e-07	1.307786e-08
2.500733908990516e-01	4.999330e+00	3.669527e-01	3.669545e-01	5.000000e+00	5.000030e+00	3.669527e-01	-4.509724e-09	1.758267e-07	-1.713170e-07	-5.486664e-09	1.767636e-07	-1.712770e-07	1.013097e-08	-4.509724e-09	4.644285e-09	1.758267e-07	1.767636e-07	-3.525903e-07	9.996407e-09
2.500734408321759e-01	4.999354e+00	3.672024e-01	3.672042e-01	5.000000e+00	5.000033e+00	3.672024e-01	-1.687116e-09	1.731840e-07	-1.714969e-07	-5.346020e-09	1.768043e-07	-1.714583e-07	9.833312e-09	-1.687116e-09	4.487272e-09	1.731840e-07	1.768043e-07	-3.499883e-07	7.033143e-09
2.500734907653001e-01	4.999415e+00	3.674521e-01	3.674538e-01	5.000000e+00	5.000035e+00	3.674521e-01	1.016032e-09	1.706600e-07	-1.716761e-07	-5.204114e-09	1.768454e-07	-1.716413e-07	9.520950e-09	1.016031e-09	4.316820e-09	1.706600e-07	1.768454e-07	-3.475054e-07	4.188071e-09
2.500735406984244e-01	4.999512e+00	3.677018e-01	3.677035e-01	5.000000e+00	5.000037e+00	3.677017e-01	3.599719e-09	1.682549e-07	-1.718546e-07	-5.060945e-09	1.768868e-07	-1.718258e-07	9.193882e-09	3.599719e-09	4.132930e-09	1.682549e-07	1.768868e-07	-3.451416e-07	1.461190e-09
2.500735906315486e-01	4.999646e+00	3.679515e-01	3.679532e-01	5.000000e+00	5.000040e+00	3.679514e-01	6.063947e-09	1.659685e-07	-1.720324e-07	-4.916514e-09	1.769285e-07	-1.720120e-07	8.852109e-09	6.063947e-09	3.935602e-09	1.659685e-07	1.769285e-07	-3.428970e-07	-1.147498e-09
2.500736958961378e-01	4.999952e+00	3.684779e-01	3.684795e-01	5.000000e+00	5.000044e+00	3.684777e-01	7.827186e-09	1.645837e-07	-1.724109e-07	-4.607815e-09	1.770173e-07	-1.724095e-07	8.095998e-09	7.827184e-09	3.488225e-09	1.645837e-07	1.770173e-07	-3.416010e-07	-3.219430e-09
2.500738102719910e-01	5.000282e+00	3.690497e-01	3.690514e-01	5.000000e+00	5.000048e+00	3.690496e-01	6.640046e-09	1.661887e-07	-1.728287e-07	-4.266950e-09	1.771149e-07	-1.728480e-07	7.227588e-09	6.640043e-09	2.960659e-09	1.661887e-07	1.771149e-07	-3.433036e-07	-2.373062e-09
2.500739570598708e-01	5.000575e+00	3.697836e-01	3.697853e-01	5.000000e+00	5.000053e+00	3.697835e-01	4.327100e-10	1.729521e-07	-1.733848e-07	-3.819567e-09	1.772420e-07	-1.734225e-07	6.037699e-09	4.327102e-10	2.218097e-09	1.729521e-07	1.772420e-07	-3.501941e-07	3.386887e-09
2.500742088004699e-01	5.000364e+00	3.710421e-01	3.710440e-01	5.000000e+00	5.000059e+00	3.710422e-01	-1.279622e-08	1.872143e-07	-1.744180e-07	-3.021571e-09	1.774646e-07	-1.744430e-07	3.816908e-09	-1.279622e-08	7.952721e-10	1.872143e-07	1.774646e-07	-3.646788e-07	1.581780e-08
2.500743190860147e-01	5.000072e+00	3.715935e-01	3.715954e-01	5.000000e+00	5.000061e+00	3.715937e-01	-1.490445e-08	1.898013e-07	-1.748969e-07	-2.659712e-09	1.775634e-07	-1.749037e-07	2.792709e-09	-1.490445e-08	1.329587e-10	1.898013e-07	1.775634e-07	-3.673647e-07	1.756411e-08
2.500744600026232e-01	4.999700e+00	3.722982e-01	3.723000e-01	5.000000e+00	5.000062e+00	3.722982e-01	-1.262922e-08	1.881512e-07	-1.755220e-07	-2.185093e-09	1.776907e-07	-1.755056e-07	1.450557e-09	-1.262922e-08	-7.345105e-10	1.881512e-07	1.776907e-07	-3.658419e-07	1.481427e-08
2.500747134038011e-01	4.999328e+00	3.735653e-01	3.735670e-01	5.000000e+00	5.000062e+00	3.735652e-01	6.853022e-11	1.765882e-07	-1.766567e-07	-1.304314e-09	1.779212e-07	-1.766169e-07	-1.011113e-09	6.853068e-11	-2.315477e-09	1.765882e-07	1.779212e-07	-3.545094e-07	1.235885e-09
2.500748676057841e-01	4.999547e+00	3.743364e-01	3.743380e-01	5.000000e+00	5.000061e+00	3.743362e-01	8.876304e-09	1.684692e-07	-1.773455e-07	-7.430278e-10	1.780623e-07	-1.773193e-07	-2.523457e-09	8.876304e-09	-3.266538e-09	1.684692e-07	1.780623e-07	-3.465316e-07	-8.133232e-09
2.500749773389937e-01	4.999841e+00	3.748851e-01	3.748867e-01	5.000000e+00	5.000060e+00	3.748849e-01	1.191642e-08	1.659222e-07	-1.778386e-07	-3.320593e-10	1.781628e-07	-1.778308e-07	-3.591501e-09	1.191642e-08	-3.923591e-09	1.659222e-07	1.781628e-07	-3.440850e-07	-1.158433e-08
2.500750993743835e-01	5.000170e+00	3.754952e-01	3.754969e-01	5.000000e+00	5.000057e+00	3.754951e-01	1.130348e-08	1.670949e-07	-1.783984e-07	1.369211e-10	1.782743e-07	-1.784113e-07	-4.761077e-09	1.130348e-08	-4.624170e-09	1.670949e-07	1.782743e-07	-3.453693e-07	-1.144035e-08
2.500753488337967e-01	5.000596e+00	3.767424e-01	3.767442e-01	5.000000e+00	5.000050e+00	3.767424e-01	1.450313e-09	1.781378e-07	-1.795881e-07	1.126860e-09	1.785012e-07	-1.796281e-07	-7.087251e-09	1.450312e-09	-5.960400e-09	1.781378e-07	1.785012e-07	-3.566390e-07	-2.577192e-09
2.500754725702033e-01	5.000487e+00	3.773610e-01	3.773628e-01	5.000000e+00	5.000045e+00	3.773611e-01	-5.350838e-09	1.855701e-07	-1.802193e-07	1.640018e-09	1.786126e-07	-1.802526e-07	-8.180240e-09	-5.350838e-09	-6.540274e-09	1.855701e-07	1.786126e-07	-3.641827e-07	3.710825e-09
2.500755666327505e-01	5.000272e+00	3.778313e-01	3.778332e-01	5.000000e+00	5.000041e+00	3.778314e-01	-8.720712e-09	1.894374e-07	-1.807167e-07	2.040121e-09	1.786966e-07	-1.807368e-07	-8.976524e-09	-8.720710e-09	-6.936447e-09	1.894374e-07	1.786966e-07	-3.681340e-07	6.680549e-09
2.500756671985005e-01	4.999990e+00	3.783341e-01	3.783360e-01	5.000000e+00	5.000037e+00	3.783342e-01	-9.737656e-09	1.909981e-07	-1.812604e-07	2.477099e-09	1.787858e-07	-1.812629e-07	-9.792401e-09	-9.737655e-09	-7.315350e-09	1.909981e-07	1.787858e-07	-3.697839e-07	7.260562e-09
2.500758013091449e-01	4.999616e+00	3.790047e-01	3.790065e-01	5.000000e+00	5.000030e+00	3.790047e-01	-7.086009e-09	1.890841e-07	-1.819981e-07	3.073539e-09	1.789036e-07	-1.819771e-07	-1.082447e-08	-7.086009e-09	-7.750954e-09	1.890841e-07	1.789036e-07	-3.679877e-07	4.012545e-09
2.500759722675501e-01	4.999329e+00	3.798595e-01	3.798613e-01	5.000000e+00	5.000020e+00	3.798595e-01	1.940872e-09	1.810082e-07	-1.829491e-07	3.858244e-09	1.790517e-07	-1.829099e-07	-1.203312e-08	1.940870e-09	-8.174851e-09	1.810082e-07	1.790517e-07	-3.600598e-07	-5.799127e-09
2.500761480882918e-01	4.999473e+00	3.807387e-01	3.807404e-01	5.000000e+00	5.000010e+00	3.807386e-01	1.279330e-08	1.711376e-07	-1.839309e-07	4.699925e-09	1.792007e-07	-1.839007e-07	-1.311244e-08	1.279330e-08	-8.412516e-09	1.711376e-07	1.792007e-07	-3.503384e-07	-1.749324e-08
2.500762632782650e-01	4.999747e+00	3.813147e-01	3.813164e-01	5.000000e+00	5.000002e+00	3.813146e-01	1.700586e-08	1.675735e-07	-1.845793e-07	5.269669e-09	1.792966e-07	-1.845663e-07	-1.372816e-08	1.700585e-08	-8.458551e-09	1.675735e-07	1.792966e-07	-3.468701e-07	-2.227550e-08
2.500763983424465e-01	5.000110e+00	3.819900e-01	3.819917e-01	5.000000e+00	4.999992e+00	3.819899e-01	1.745598e-08	1.678983e-07	-1.853543e-07	5.957103e-09	1.794071e-07	-1.853642e-07	-1.435056e-08	1.745598e-08	-8.393512e-09	1.678983e-07	1.794071e-07	-3.473054e-07	-2.341302e-08
2.500765687938646e-01	5.000488e+00	3.828422e-01	3.828440e-01	5.000000e+00	4.999980e+00	3.828422e-01	1.270030e-08	1.736583e-07	-1.863586e-07	6.848578e-09	1.795440e-07	-1.863926e-07	-1.501154e-08	1.270030e-08	-8.163015e-09	1.736583e-07	1.795440e-07	-3.532023e-07	-1.954883e-08
2.500766247576422e-01	5.000544e+00	3.831220e-01	3.831238e-01	5.000000e+00	4.999976e+00	3.831220e-01	9.222216e-09	1.774766e-07	-1.866988e-07	7.148272e-09	1.795883e-07	-1.867365e-07	-1.519176e-08	9.222216e-09	-8.043506e-09	1.774766e-07	1.795883e-07	-3.570649e-07	-1.637047e-08
2.500766807214198e-01	5.000560e+00	3.834018e-01	3.834036e-01	5.000000e+00	4.999972e+00	3.834018e-01	6.141409e-09	1.809040e-07	-1.870454e-07	7.452117e-09	1.796321e-07	-1.870842e-07	-1.535029e-08	6.141409e-09	-7.898167e-09	1.809040e-07	1.796321e-07	-3.605361e-07	-1.359353e-08
